timestamp,air_temp,process_temp,rotational_speed,torque,tool_wear,power_kw,temp_diff,torque_speed_ratio,strain_index,wear_rate,anomaly,anomaly_type
2020-01-02 23:54:00,27.45,36.35,1471,49.6,29,7.641,8.9,0.0337,1438.4,0.0101,0,Normal
2020-01-02 23:55:00,27.35,36.25,1877,23.8,31,4.678,8.9,0.0127,737.8,0.0108,0,Normal
2020-01-02 23:56:00,27.35,36.15,1578,30.5,34,5.04,8.8,0.0193,1037.0,0.0118,0,Normal
2020-01-02 23:57:00,27.35,36.25,1655,32.1,37,5.563,8.9,0.0194,1187.7,0.0129,0,Normal
2020-01-02 23:58:00,27.35,36.25,1502,34.3,40,5.395,8.9,0.0228,1372.0,0.0139,0,Normal
2020-01-02 23:59:00,27.45,36.25,1367,63.2,45,9.047,8.8,0.0462,2844.0,0.0156,1,Power_Failure
2020-01-03 00:00:00,27.55,36.35,1541,37.2,48,6.003,8.8,0.0241,1785.6,0.0167,0,Normal
2020-01-03 00:01:00,27.45,36.45,1588,37.0,50,6.153,9.0,0.0233,1850.0,0.0173,0,Normal
2020-01-03 00:02:00,27.45,36.45,1684,32.8,53,5.784,9.0,0.0195,1738.4,0.0184,0,Normal
2020-01-03 00:03:00,27.45,36.35,1437,40.0,55,6.019,8.9,0.0278,2200.0,0.0191,0,Normal
2020-01-03 00:04:00,27.45,36.45,1409,42.4,57,6.256,9.0,0.0301,2416.8,0.0198,0,Normal
2020-01-03 00:05:00,27.35,36.35,1320,49.9,59,6.898,9.0,0.0378,2944.1,0.0204,0,Normal
2020-01-03 00:06:00,27.35,36.35,1635,34.2,62,5.856,9.0,0.0209,2120.4,0.0215,0,Normal
2020-01-03 00:07:00,27.35,36.35,1691,27.6,67,4.887,9.0,0.0163,1849.2,0.0232,0,Normal
2020-01-03 00:08:00,27.45,36.45,1365,50.0,70,7.147,9.0,0.0366,3500.0,0.0242,0,Normal
2020-01-03 00:09:00,27.55,36.55,1523,38.2,73,6.092,9.0,0.0251,2788.6,0.0253,0,Normal
2020-01-03 00:10:00,27.45,36.55,1593,32.4,76,5.405,9.1,0.0203,2462.4,0.0263,0,Normal
2020-01-03 00:11:00,27.45,36.45,1682,30.7,78,5.407,9.0,0.0183,2394.6,0.027,0,Normal
2020-01-03 00:12:00,27.55,36.45,1329,54.3,80,7.557,8.9,0.0409,4344.0,0.0277,0,Normal
2020-01-03 00:13:00,27.55,36.45,1568,35.2,82,5.78,8.9,0.0224,2886.4,0.0283,0,Normal
2020-01-03 00:14:00,27.55,36.45,1733,24.8,85,4.501,8.9,0.0143,2108.0,0.0294,0,Normal
2020-01-03 00:15:00,27.55,36.45,1473,48.1,87,7.42,8.9,0.0327,4184.7,0.03,0,Normal
2020-01-03 00:16:00,27.55,36.35,1633,31.3,90,5.353,8.8,0.0192,2817.0,0.0311,0,Normal
2020-01-03 00:17:00,27.45,36.35,1530,40.2,93,6.441,8.9,0.0263,3738.6,0.0321,0,Normal
2020-01-03 00:18:00,27.45,36.35,1550,40.2,96,6.525,8.9,0.0259,3859.2,0.0331,0,Normal
2020-01-03 00:19:00,27.45,36.25,1410,40.6,99,5.995,8.8,0.0288,4019.4,0.0341,0,Normal
2020-01-03 00:20:00,27.35,36.15,1574,33.5,101,5.522,8.8,0.0213,3383.5,0.0348,0,Normal
2020-01-03 00:21:00,27.45,36.25,1425,40.3,103,6.014,8.8,0.0283,4150.9,0.0355,0,Normal
2020-01-03 00:22:00,27.45,36.25,1541,35.2,105,5.68,8.8,0.0228,3696.0,0.0362,0,Normal
2020-01-03 00:23:00,27.55,36.35,1733,26.7,108,4.845,8.8,0.0154,2883.6,0.0372,0,Normal
2020-01-03 00:24:00,27.45,36.25,2496,13.5,111,3.529,8.8,0.0054,1498.5,0.0382,0,Normal
2020-01-03 00:25:00,27.45,36.25,1552,36.4,113,5.916,8.8,0.0235,4113.2,0.0389,0,Normal
2020-01-03 00:26:00,27.45,36.15,1409,38.7,115,5.71,8.7,0.0275,4450.5,0.0396,0,Normal
2020-01-03 00:27:00,27.45,36.25,1581,35.7,117,5.911,8.8,0.0226,4176.9,0.0402,0,Normal
2020-01-03 00:28:00,27.55,36.35,1251,59.9,120,7.847,8.8,0.0479,7188.0,0.0413,0,Normal
2020-01-03 00:29:00,27.55,36.45,1500,44.1,122,6.927,8.9,0.0294,5380.2,0.0419,0,Normal
2020-01-03 00:30:00,27.45,36.35,1576,38.8,124,6.403,8.9,0.0246,4811.2,0.0426,0,Normal
2020-01-03 00:31:00,27.55,36.35,1352,44.0,126,6.23,8.8,0.0325,5544.0,0.0433,0,Normal
2020-01-03 00:32:00,27.55,36.45,1661,30.3,129,5.27,8.9,0.0182,3908.7,0.0443,0,Normal
2020-01-03 00:33:00,27.55,36.45,1541,34.6,131,5.584,8.9,0.0225,4532.6,0.045,0,Normal
2020-01-03 00:34:00,27.45,36.45,1888,20.5,133,4.053,9.0,0.0109,2726.5,0.0456,0,Normal
2020-01-03 00:35:00,27.35,36.35,1255,62.1,138,8.161,9.0,0.0495,8569.8,0.0473,0,Normal
2020-01-03 00:36:00,27.45,36.45,1411,41.6,140,6.147,9.0,0.0295,5824.0,0.048,0,Normal
2020-01-03 00:37:00,27.45,36.35,1516,39.0,142,6.191,8.9,0.0257,5538.0,0.0487,0,Normal
2020-01-03 00:38:00,27.45,36.35,1492,34.0,144,5.312,8.9,0.0228,4896.0,0.0493,0,Normal
2020-01-03 00:39:00,27.45,36.45,1726,30.0,147,5.422,9.0,0.0174,4410.0,0.0503,0,Normal
2020-01-03 00:40:00,27.55,36.55,1598,33.7,149,5.639,9.0,0.0211,5021.3,0.051,0,Normal
2020-01-03 00:41:00,27.65,36.65,1657,31.1,151,5.396,9.0,0.0188,4696.1,0.0517,0,Normal
2020-01-03 00:42:00,27.65,36.55,1481,38.1,153,5.909,8.9,0.0257,5829.3,0.0523,0,Normal
2020-01-03 00:43:00,27.55,36.55,1397,51.3,155,7.505,9.0,0.0367,7951.5,0.053,0,Normal
2020-01-03 00:44:00,27.65,36.55,1461,44.3,158,6.778,8.9,0.0303,6999.4,0.054,0,Normal
2020-01-03 00:45:00,27.55,36.45,1388,51.1,160,7.427,8.9,0.0368,8176.0,0.0547,0,Normal
2020-01-03 00:46:00,27.55,36.55,1507,52.4,163,8.269,9.0,0.0348,8541.2,0.0557,0,Normal
2020-01-03 00:47:00,27.55,36.45,1421,49.8,165,7.411,8.9,0.035,8217.0,0.0564,0,Normal
2020-01-03 00:48:00,27.65,36.55,1258,54.9,168,7.232,8.9,0.0436,9223.2,0.0574,0,Normal
2020-01-03 00:49:00,27.65,36.55,1482,39.0,171,6.053,8.9,0.0263,6669.0,0.0584,0,Normal
2020-01-03 00:50:00,27.55,36.45,1403,51.3,174,7.537,8.9,0.0366,8926.2,0.0594,0,Normal
2020-01-03 00:51:00,27.65,36.55,1373,45.4,179,6.528,8.9,0.0331,8126.6,0.0611,0,Normal
2020-01-03 00:52:00,27.75,36.55,1460,42.1,181,6.437,8.8,0.0288,7620.1,0.0617,0,Normal
2020-01-03 00:53:00,27.65,36.55,1751,27.9,183,5.116,8.9,0.0159,5105.7,0.0624,0,Normal
2020-01-03 00:54:00,27.65,36.45,1546,42.3,186,6.848,8.8,0.0274,7867.8,0.0634,0,Normal
2020-01-03 00:55:00,27.65,36.55,1680,28.2,189,4.961,8.9,0.0168,5329.8,0.0644,0,Normal
2020-01-03 00:56:00,27.75,36.55,1394,48.8,192,7.124,8.8,0.035,9369.6,0.0654,0,Normal
2020-01-03 00:57:00,27.55,36.45,1810,26.0,195,4.928,8.9,0.0144,5070.0,0.0664,0,Normal
2020-01-03 00:58:00,27.55,36.35,1479,34.5,197,5.343,8.8,0.0233,6796.5,0.067,0,Normal
2020-01-03 00:59:00,27.75,36.55,1431,41.4,199,6.204,8.8,0.0289,8238.6,0.0677,0,Normal
2020-01-03 01:00:00,27.75,36.55,2355,14.4,201,3.551,8.8,0.0061,2894.4,0.0683,0,Normal
2020-01-03 01:01:00,27.55,36.45,1996,19.8,203,4.139,8.9,0.0099,4019.4,0.069,1,Tool_Wear_Failure
2020-01-03 01:02:00,27.55,36.35,1461,49.9,0,7.634,8.8,0.0342,0.0,0.0,0,Normal
2020-01-03 01:03:00,27.55,36.35,2007,19.7,2,4.14,8.8,0.0098,39.4,0.0007,0,Normal
2020-01-03 01:04:00,27.55,36.45,1505,34.9,7,5.5,8.9,0.0232,244.3,0.0024,0,Normal
2020-01-03 01:05:00,27.55,36.45,1925,20.5,9,4.133,8.9,0.0106,184.5,0.0031,0,Normal
2020-01-03 01:06:00,27.55,36.35,1622,30.5,14,5.181,8.8,0.0188,427.0,0.0048,0,Normal
2020-01-03 01:07:00,27.55,36.35,1592,29.0,17,4.835,8.8,0.0182,493.0,0.0058,0,Normal
2020-01-03 01:08:00,27.55,36.35,1850,24.5,19,4.746,8.8,0.0132,465.5,0.0064,0,Normal
2020-01-03 01:09:00,27.55,36.35,1470,48.7,21,7.497,8.8,0.0331,1022.7,0.0071,0,Normal
2020-01-03 01:10:00,27.55,36.35,1445,46.4,24,7.021,8.8,0.0321,1113.6,0.0081,0,Normal
2020-01-03 01:11:00,27.55,36.35,1685,31.1,27,5.488,8.8,0.0185,839.7,0.0091,0,Normal
2020-01-03 01:12:00,27.55,36.35,1667,30.5,29,5.324,8.8,0.0183,884.5,0.0098,0,Normal
2020-01-03 01:13:00,27.55,36.35,1578,35.4,34,5.85,8.8,0.0224,1203.6,0.0115,0,Normal
2020-01-03 01:14:00,27.45,36.25,1691,28.0,36,4.958,8.8,0.0166,1008.0,0.0122,0,Normal
2020-01-03 01:15:00,27.55,36.35,1439,43.8,41,6.6,8.8,0.0304,1795.8,0.0139,0,Normal
2020-01-03 01:16:00,27.65,36.45,1404,38.7,44,5.69,8.8,0.0276,1702.8,0.0149,0,Normal
2020-01-03 01:17:00,27.65,36.45,1498,45.8,47,7.185,8.8,0.0306,2152.6,0.0159,0,Normal
2020-01-03 01:18:00,27.65,36.35,1481,44.5,49,6.902,8.7,0.03,2180.5,0.0166,0,Normal
2020-01-03 01:19:00,27.55,36.25,1589,35.0,52,5.824,8.7,0.022,1820.0,0.0176,0,Normal
2020-01-03 01:20:00,27.55,36.35,1467,44.3,55,6.806,8.8,0.0302,2436.5,0.0186,0,Normal
2020-01-03 01:21:00,27.45,36.25,1654,32.8,57,5.681,8.8,0.0198,1869.6,0.0192,0,Normal
2020-01-03 01:22:00,27.55,36.35,1508,39.9,59,6.301,8.8,0.0265,2354.1,0.0199,0,Normal
2020-01-03 01:23:00,27.55,36.45,1439,43.0,61,6.48,8.9,0.0299,2623.0,0.0206,0,Normal
2020-01-03 01:24:00,27.55,36.35,1692,30.3,64,5.369,8.8,0.0179,1939.2,0.0216,0,Normal
2020-01-03 01:25:00,27.55,36.35,1838,24.9,66,4.793,8.8,0.0135,1643.4,0.0223,0,Normal
2020-01-03 01:26:00,27.45,36.15,1601,40.2,69,6.74,8.7,0.0251,2773.8,0.0233,0,Normal
2020-01-03 01:27:00,27.45,36.25,1369,51.6,71,7.397,8.8,0.0377,3663.6,0.0239,0,Normal
2020-01-03 01:28:00,27.45,36.25,1312,45.2,73,6.21,8.8,0.0345,3299.6,0.0246,0,Normal
2020-01-03 01:29:00,27.45,36.25,1468,44.1,76,6.779,8.8,0.03,3351.6,0.0256,0,Normal
2020-01-03 01:30:00,27.45,36.25,1452,39.4,78,5.991,8.8,0.0271,3073.2,0.0263,0,Normal
2020-01-03 01:31:00,27.55,36.35,1393,43.9,81,6.404,8.8,0.0315,3555.9,0.0273,0,Normal
2020-01-03 01:32:00,27.45,36.25,1432,44.2,84,6.628,8.8,0.0309,3712.8,0.0283,0,Normal
2020-01-03 01:33:00,27.45,36.15,1510,46.0,87,7.274,8.7,0.0305,4002.0,0.0293,0,Normal
2020-01-03 01:34:00,27.45,36.25,1521,37.2,90,5.925,8.8,0.0245,3348.0,0.0303,0,Normal
2020-01-03 01:35:00,27.35,36.25,1360,46.2,93,6.58,8.9,0.034,4296.6,0.0312,0,Normal
2020-01-03 01:36:00,27.35,36.15,1881,25.5,98,5.023,8.8,0.0136,2499.0,0.0329,0,Normal
2020-01-03 01:37:00,27.25,36.15,1413,50.3,101,7.443,8.9,0.0356,5080.3,0.0339,0,Normal
2020-01-03 01:38:00,27.35,36.25,1642,36.2,103,6.225,8.9,0.022,3728.6,0.0346,0,Normal
2020-01-03 01:39:00,27.35,36.35,1542,38.5,108,6.217,9.0,0.025,4158.0,0.0362,0,Normal
2020-01-03 01:40:00,27.25,36.35,1447,39.3,110,5.955,9.1,0.0272,4323.0,0.0369,0,Normal
2020-01-03 01:41:00,27.25,36.25,1530,40.4,112,6.473,9.0,0.0264,4524.8,0.0376,0,Normal
2020-01-03 01:42:00,27.35,36.35,1795,27.7,117,5.207,9.0,0.0154,3240.9,0.0392,0,Normal
2020-01-03 01:43:00,27.45,36.45,1290,57.4,119,7.754,9.0,0.0445,6830.6,0.0399,0,Normal
2020-01-03 01:44:00,27.45,36.55,1639,30.4,121,5.218,9.1,0.0185,3678.4,0.0405,0,Normal
2020-01-03 01:45:00,27.55,36.65,1596,31.5,123,5.265,9.1,0.0197,3874.5,0.0412,0,Normal
2020-01-03 01:46:00,27.45,36.65,1455,48.0,125,7.314,9.2,0.033,6000.0,0.0418,0,Normal
2020-01-03 01:47:00,27.45,36.65,1659,28.9,127,5.021,9.2,0.0174,3670.3,0.0425,0,Normal
2020-01-03 01:48:00,27.45,36.65,1532,42.5,130,6.818,9.2,0.0277,5525.0,0.0435,0,Normal
2020-01-03 01:49:00,27.45,36.65,1502,42.4,133,6.669,9.2,0.0282,5639.2,0.0445,0,Normal
2020-01-03 01:50:00,27.45,36.65,1688,28.6,135,5.056,9.2,0.0169,3861.0,0.0451,0,Normal
2020-01-03 01:51:00,27.35,36.55,1341,50.9,137,7.148,9.2,0.038,6973.3,0.0458,0,Normal
2020-01-03 01:52:00,27.35,36.55,1685,29.4,140,5.188,9.2,0.0174,4116.0,0.0468,0,Normal
2020-01-03 01:53:00,27.35,36.65,1370,55.9,143,8.02,9.3,0.0408,7993.7,0.0478,0,Normal
2020-01-03 01:54:00,27.35,36.65,1461,52.5,146,8.032,9.3,0.0359,7665.0,0.0487,0,Normal
2020-01-03 01:55:00,27.35,36.65,1550,37.4,148,6.071,9.3,0.0241,5535.2,0.0494,0,Normal
2020-01-03 01:56:00,27.35,36.65,1508,37.8,150,5.969,9.3,0.0251,5670.0,0.0501,0,Normal
2020-01-03 01:57:00,27.35,36.65,1345,62.7,153,8.831,9.3,0.0466,9593.1,0.051,0,Normal
2020-01-03 01:58:00,27.35,36.55,1616,34.5,155,5.838,9.2,0.0213,5347.5,0.0517,0,Normal
2020-01-03 01:59:00,27.35,36.55,1395,61.0,157,8.911,9.2,0.0437,9577.0,0.0523,0,Normal
2020-01-03 02:00:00,27.35,36.65,1324,72.8,159,10.094,9.3,0.055,11575.2,0.053,1,Power_Failure
2020-01-03 02:01:00,27.35,36.65,1445,43.9,164,6.643,9.3,0.0304,7199.6,0.0546,0,Normal
2020-01-03 02:02:00,27.35,36.65,1555,38.9,166,6.334,9.3,0.025,6457.4,0.0553,0,Normal
2020-01-03 02:03:00,27.45,36.75,1449,42.4,169,6.434,9.3,0.0293,7165.6,0.0563,0,Normal
2020-01-03 02:04:00,27.35,36.75,1466,53.2,172,8.167,9.4,0.0363,9150.4,0.0572,0,Normal
2020-01-03 02:05:00,27.35,36.75,1503,37.4,175,5.887,9.4,0.0249,6545.0,0.0582,0,Normal
2020-01-03 02:06:00,27.25,36.55,1488,35.7,177,5.563,9.3,0.024,6318.9,0.0589,0,Normal
2020-01-03 02:07:00,27.25,36.55,1314,50.2,179,6.908,9.3,0.0382,8985.8,0.0595,0,Normal
2020-01-03 02:08:00,27.25,36.55,1547,38.0,181,6.156,9.3,0.0246,6878.0,0.0602,0,Normal
2020-01-03 02:09:00,27.25,36.55,1466,39.8,184,6.11,9.3,0.0271,7323.2,0.0611,0,Normal
2020-01-03 02:10:00,27.15,36.45,1537,37.1,187,5.971,9.3,0.0241,6937.7,0.0621,0,Normal
2020-01-03 02:11:00,27.05,36.35,1434,51.5,189,7.734,9.3,0.0359,9733.5,0.0627,0,Normal
2020-01-03 02:12:00,27.25,36.45,1432,44.7,192,6.703,9.2,0.0312,8582.4,0.0637,0,Normal
2020-01-03 02:13:00,27.35,36.45,1390,48.4,194,7.045,9.1,0.0348,9389.6,0.0644,0,Normal
2020-01-03 02:14:00,27.35,36.55,1580,42.8,196,7.082,9.2,0.0271,8388.8,0.065,0,Normal
2020-01-03 02:15:00,27.35,36.55,1589,30.5,198,5.075,9.2,0.0192,6039.0,0.0656,0,Normal
2020-01-03 02:16:00,27.35,36.65,1441,48.8,200,7.364,9.3,0.0339,9760.0,0.0663,0,Normal
2020-01-03 02:17:00,27.35,36.65,1305,51.7,202,7.065,9.3,0.0396,10443.4,0.0669,0,Normal
2020-01-03 02:18:00,27.35,36.65,1566,35.9,204,5.887,9.3,0.0229,7323.6,0.0676,0,Normal
2020-01-03 02:19:00,27.35,36.65,1379,54.2,207,7.827,9.3,0.0393,11219.4,0.0685,1,Overstrain_Failure
2020-01-03 02:20:00,27.25,36.45,1543,38.1,209,6.156,9.2,0.0247,7962.9,0.0692,0,Normal
2020-01-03 02:21:00,27.35,36.65,1421,49.6,211,7.381,9.3,0.0349,10465.6,0.0698,0,Normal
2020-01-03 02:22:00,27.35,36.45,1760,30.6,213,5.64,9.1,0.0174,6517.8,0.0705,0,Normal
2020-01-03 02:23:00,27.25,36.35,1711,29.2,215,5.232,9.1,0.0171,6278.0,0.0711,0,Normal
2020-01-03 02:24:00,27.35,36.45,1465,41.6,217,6.382,9.1,0.0284,9027.2,0.0717,0,Normal
2020-01-03 02:25:00,27.35,36.45,1366,50.2,219,7.181,9.1,0.0367,10993.8,0.0724,0,Normal
2020-01-03 02:26:00,27.25,36.35,1888,21.9,221,4.33,9.1,0.0116,4839.9,0.073,0,Normal
2020-01-03 02:27:00,27.35,36.35,1777,23.6,0,4.392,9.0,0.0133,0.0,0.0,0,Normal
2020-01-03 02:28:00,27.35,36.35,1379,55.6,2,8.029,9.0,0.0403,111.2,0.0007,0,Normal
2020-01-03 02:29:00,27.25,36.35,1525,51.3,4,8.192,9.1,0.0336,205.2,0.0013,0,Normal
2020-01-03 02:30:00,27.25,36.45,1563,34.0,6,5.565,9.2,0.0218,204.0,0.002,0,Normal
2020-01-03 02:31:00,27.35,36.55,1389,43.3,9,6.298,9.2,0.0312,389.7,0.003,0,Normal
2020-01-03 02:32:00,27.45,36.65,1447,42.9,12,6.501,9.2,0.0296,514.8,0.004,0,Normal
2020-01-03 02:33:00,27.45,36.55,1934,22.8,15,4.618,9.1,0.0118,342.0,0.0049,0,Normal
2020-01-03 02:34:00,27.45,36.55,1470,43.8,18,6.742,9.1,0.0298,788.4,0.0059,0,Normal
2020-01-03 02:35:00,27.45,36.55,1428,42.6,23,6.37,9.1,0.0298,979.8,0.0076,0,Normal
2020-01-03 02:36:00,27.25,36.45,1319,48.1,26,6.644,9.2,0.0365,1250.6,0.0086,0,Normal
2020-01-03 02:37:00,27.35,36.55,1887,24.3,28,4.802,9.2,0.0129,680.4,0.0092,0,Normal
2020-01-03 02:38:00,27.25,36.35,1349,50.4,30,7.12,9.1,0.0374,1512.0,0.0099,0,Normal
2020-01-03 02:39:00,27.15,36.35,1665,31.4,32,5.475,9.2,0.0189,1004.8,0.0105,0,Normal
2020-01-03 02:40:00,27.15,36.35,1474,38.7,35,5.974,9.2,0.0263,1354.5,0.0115,0,Normal
2020-01-03 02:41:00,27.25,36.35,1543,38.9,37,6.286,9.1,0.0252,1439.3,0.0122,0,Normal
2020-01-03 02:42:00,27.05,36.25,1459,43.9,39,6.707,9.2,0.0301,1712.1,0.0128,0,Normal
2020-01-03 02:43:00,27.15,36.35,1551,37.9,42,6.156,9.2,0.0244,1591.8,0.0138,0,Normal
2020-01-03 02:44:00,27.05,36.25,1981,21.4,44,4.439,9.2,0.0108,941.6,0.0144,0,Normal
2020-01-03 02:45:00,27.05,36.25,1526,35.3,46,5.641,9.2,0.0231,1623.8,0.0151,0,Normal
2020-01-03 02:46:00,27.05,36.25,1501,40.0,48,6.287,9.2,0.0266,1920.0,0.0158,0,Normal
2020-01-03 02:47:00,27.05,36.25,1558,38.3,51,6.249,9.2,0.0246,1953.3,0.0167,0,Normal
2020-01-03 02:48:00,27.05,36.15,1532,43.2,53,6.931,9.1,0.0282,2289.6,0.0174,0,Normal
2020-01-03 02:49:00,26.95,36.05,1326,55.9,55,7.762,9.1,0.0422,3074.5,0.018,0,Normal
2020-01-03 02:50:00,27.05,36.05,1431,51.3,57,7.688,9.0,0.0358,2924.1,0.0187,0,Normal
2020-01-03 02:51:00,27.05,36.15,1366,49.3,59,7.052,9.1,0.0361,2908.7,0.0193,0,Normal
2020-01-03 02:52:00,26.95,36.05,1421,42.5,61,6.324,9.1,0.0299,2592.5,0.02,0,Normal
2020-01-03 02:53:00,27.05,36.15,1506,35.6,63,5.614,9.1,0.0236,2242.8,0.0206,0,Normal
2020-01-03 02:54:00,27.05,36.15,1342,48.7,68,6.844,9.1,0.0363,3311.6,0.0223,0,Normal
2020-01-03 02:55:00,26.95,36.05,1427,37.6,73,5.619,9.1,0.0263,2744.8,0.0239,0,Normal
2020-01-03 02:56:00,27.05,36.05,1667,29.9,75,5.22,9.0,0.0179,2242.5,0.0245,0,Normal
2020-01-03 02:57:00,26.95,35.95,1400,46.7,77,6.847,9.0,0.0334,3595.9,0.0252,0,Normal
2020-01-03 02:58:00,26.85,35.85,1709,32.1,79,5.745,9.0,0.0188,2535.9,0.0258,0,Normal
2020-01-03 02:59:00,26.85,35.85,1368,45.8,81,6.561,9.0,0.0335,3709.8,0.0265,0,Normal
2020-01-03 03:00:00,26.85,35.95,1882,23.8,84,4.691,9.1,0.0126,1999.2,0.0274,0,Normal
2020-01-03 03:01:00,26.95,35.95,1353,58.7,86,8.317,9.0,0.0434,5048.2,0.0281,0,Normal
2020-01-03 03:02:00,26.75,35.85,1553,40.0,88,6.505,9.1,0.0258,3520.0,0.0287,0,Normal
2020-01-03 03:03:00,26.85,35.95,1431,45.4,90,6.803,9.1,0.0317,4086.0,0.0294,0,Normal
2020-01-03 03:04:00,26.95,35.95,1731,30.4,92,5.511,9.0,0.0176,2796.8,0.03,0,Normal
2020-01-03 03:05:00,26.95,36.05,1687,27.7,95,4.894,9.1,0.0164,2631.5,0.031,0,Normal
2020-01-03 03:06:00,26.95,36.05,1457,44.3,98,6.759,9.1,0.0304,4341.4,0.032,0,Normal
2020-01-03 03:07:00,26.95,36.05,1533,37.0,101,5.94,9.1,0.0241,3737.0,0.0329,0,Normal
2020-01-03 03:08:00,26.85,35.85,1622,31.8,103,5.401,9.0,0.0196,3275.4,0.0336,0,Normal
2020-01-03 03:09:00,26.85,35.95,1791,28.2,108,5.289,9.1,0.0157,3045.6,0.0352,0,Normal
2020-01-03 03:10:00,26.85,35.95,1631,28.3,110,4.834,9.1,0.0174,3113.0,0.0358,0,Normal
2020-01-03 03:11:00,26.85,35.85,2174,16.9,112,3.847,9.0,0.0078,1892.8,0.0365,0,Normal
2020-01-03 03:12:00,26.95,35.85,1314,58.2,114,8.008,8.9,0.0443,6634.8,0.0371,0,Normal
2020-01-03 03:13:00,26.95,35.95,1478,46.9,116,7.259,9.0,0.0317,5440.4,0.0377,0,Normal
2020-01-03 03:14:00,26.95,36.05,1783,27.3,118,5.097,9.1,0.0153,3221.4,0.0384,0,Normal
2020-01-03 03:15:00,26.95,36.05,1385,46.1,120,6.686,9.1,0.0333,5532.0,0.039,0,Normal
2020-01-03 03:16:00,26.85,36.05,1444,43.6,123,6.593,9.2,0.0302,5362.8,0.04,0,Normal
2020-01-03 03:17:00,26.95,36.15,1841,23.0,125,4.434,9.2,0.0125,2875.0,0.0406,0,Normal
2020-01-03 03:18:00,26.95,36.25,1349,56.2,127,7.939,9.3,0.0417,7137.4,0.0412,0,Normal
2020-01-03 03:19:00,26.95,36.15,1340,56.0,130,7.858,9.2,0.0418,7280.0,0.0422,0,Normal
2020-01-03 03:20:00,26.75,36.05,1539,43.2,132,6.962,9.3,0.0281,5702.4,0.0428,0,Normal
2020-01-03 03:21:00,26.85,36.15,1932,21.8,135,4.411,9.3,0.0113,2943.0,0.0438,0,Normal
2020-01-03 03:22:00,26.85,36.15,1407,43.9,138,6.468,9.3,0.0312,6058.2,0.0448,0,Normal
2020-01-03 03:23:00,26.95,36.15,1712,28.5,141,5.109,9.2,0.0166,4018.5,0.0457,0,Normal
2020-01-03 03:24:00,26.95,36.25,1329,55.2,143,7.682,9.3,0.0415,7893.6,0.0464,0,Normal
2020-01-03 03:25:00,26.95,36.05,1441,42.9,148,6.474,9.1,0.0298,6349.2,0.048,0,Normal
2020-01-03 03:26:00,26.85,36.05,1610,32.1,150,5.412,9.2,0.0199,4815.0,0.0486,0,Normal
2020-01-03 03:27:00,26.85,35.95,1474,45.2,152,6.977,9.1,0.0307,6870.4,0.0492,0,Normal
2020-01-03 03:28:00,26.85,35.95,1624,30.8,155,5.238,9.1,0.019,4774.0,0.0502,0,Normal
2020-01-03 03:29:00,26.95,36.15,1520,38.2,158,6.08,9.2,0.0251,6035.6,0.0511,0,Normal
2020-01-03 03:30:00,26.95,36.15,1448,45.8,163,6.945,9.2,0.0316,7465.4,0.0527,0,Normal
2020-01-03 03:31:00,26.85,36.15,1558,29.7,168,4.846,9.3,0.0191,4989.6,0.0543,0,Normal
2020-01-03 03:32:00,26.85,36.15,2293,16.3,170,3.914,9.3,0.0071,2771.0,0.055,0,Normal
2020-01-03 03:33:00,26.85,36.15,1397,51.2,173,7.49,9.3,0.0366,8857.6,0.0559,0,Normal
2020-01-03 03:34:00,26.85,36.15,1972,22.0,175,4.543,9.3,0.0112,3850.0,0.0565,0,Normal
2020-01-03 03:35:00,26.75,36.05,1574,36.5,177,6.016,9.3,0.0232,6460.5,0.0572,0,Normal
2020-01-03 03:36:00,26.75,36.05,1560,38.9,180,6.355,9.3,0.0249,7002.0,0.0581,0,Normal
2020-01-03 03:37:00,26.75,36.05,1353,49.8,182,7.056,9.3,0.0368,9063.6,0.0587,0,Normal
2020-01-03 03:38:00,26.75,36.05,1389,51.2,185,7.447,9.3,0.0369,9472.0,0.0597,0,Normal
2020-01-03 03:39:00,26.75,35.95,1513,43.8,188,6.94,9.2,0.0289,8234.4,0.0606,0,Normal
2020-01-03 03:40:00,26.65,35.95,1578,42.1,191,6.957,9.3,0.0267,8041.1,0.0616,0,Normal
2020-01-03 03:41:00,26.65,35.85,1467,37.3,193,5.73,9.2,0.0254,7198.9,0.0622,0,Normal
2020-01-03 03:42:00,26.75,35.95,1412,48.3,198,7.142,9.2,0.0342,9563.4,0.0638,0,Normal
2020-01-03 03:43:00,26.65,35.95,1668,30.3,200,5.293,9.3,0.0182,6060.0,0.0644,0,Normal
2020-01-03 03:44:00,26.65,36.05,1678,29.8,202,5.236,9.4,0.0178,6019.6,0.0651,0,Normal
2020-01-03 03:45:00,26.65,35.95,1612,35.4,205,5.976,9.3,0.022,7257.0,0.066,0,Normal
2020-01-03 03:46:00,26.65,35.95,1485,39.9,207,6.205,9.3,0.0269,8259.3,0.0666,0,Normal
2020-01-03 03:47:00,26.65,35.95,1456,39.4,209,6.007,9.3,0.0271,8234.6,0.0672,0,Normal
2020-01-03 03:48:00,26.65,36.05,1504,38.7,212,6.095,9.4,0.0257,8204.4,0.0682,0,Normal
2020-01-03 03:49:00,26.75,36.05,1491,44.3,214,6.917,9.3,0.0297,9480.2,0.0688,0,Normal
