Window_Index,Scenario,True_Root_Cause,Proposed_Root_Cause,Proposed_Match,Current_Reading,Target_Reading,Required_Change,Direction,Unit,Orig_Score,CF_Score,Threshold,Validity,Sparsity,Proximity_L1,Proximity_L2,Actionability_Pct,Score_Reduction_Pct,Latency_ms,Explanation_Narrative
814,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,3.05824,0.02276,0.12567,True,4,0.70318,1.57289,50.0,99.26,5.67,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 3.0582 to 0.0228 (threshold: 0.1257), restoring the machine to verified normal operation."
815,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,3.08656,0.02108,0.12567,True,4,0.72103,1.59557,50.0,99.32,5.7,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 3.0866 to 0.0211 (threshold: 0.1257), restoring the machine to verified normal operation."
1741,A3_Heatwave,ambient_temp,ambient_temp,True,52.13,26.12,-26.01,decrease,°C,0.28281,0.04405,0.12567,True,2,0.03243,0.11751,50.0,84.42,5.71,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.13 °C to 26.12 °C (-26.01 °C). Result: Anomaly reconstruction score drops from 0.2828 to 0.0441 (threshold: 0.1257), restoring the machine to verified normal operation."
1742,A3_Heatwave,ambient_temp,ambient_temp,True,52.53,26.12,-26.41,decrease,°C,0.24477,0.031,0.12567,True,2,0.03656,0.1459,50.0,87.33,5.68,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.53 °C to 26.12 °C (-26.41 °C). Result: Anomaly reconstruction score drops from 0.2448 to 0.0310 (threshold: 0.1257), restoring the machine to verified normal operation."
1743,A3_Heatwave,ambient_temp,ambient_temp,True,51.7,26.12,-25.58,decrease,°C,0.22422,0.02627,0.12567,True,2,0.04054,0.16851,50.0,88.28,5.7,"WHAT-IF ACTION: DECREASE Ambient Temp from 51.70 °C to 26.12 °C (-25.58 °C). Result: Anomaly reconstruction score drops from 0.2242 to 0.0263 (threshold: 0.1257), restoring the machine to verified normal operation."
1744,A3_Heatwave,ambient_temp,ambient_temp,True,52.91,26.12,-26.79,decrease,°C,0.22455,0.02253,0.12567,True,2,0.04479,0.18962,50.0,89.97,5.62,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.91 °C to 26.12 °C (-26.79 °C). Result: Anomaly reconstruction score drops from 0.2246 to 0.0225 (threshold: 0.1257), restoring the machine to verified normal operation."
1745,A3_Heatwave,ambient_temp,ambient_temp,True,52.22,26.12,-26.1,decrease,°C,0.2035,0.01794,0.12567,True,2,0.04869,0.2073,50.0,91.18,5.57,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.22 °C to 26.12 °C (-26.10 °C). Result: Anomaly reconstruction score drops from 0.2035 to 0.0179 (threshold: 0.1257), restoring the machine to verified normal operation."
1746,A3_Heatwave,ambient_temp,ambient_temp,True,51.39,26.12,-25.27,decrease,°C,0.1979,0.01827,0.12567,True,2,0.05247,0.22293,50.0,90.77,5.62,"WHAT-IF ACTION: DECREASE Ambient Temp from 51.39 °C to 26.12 °C (-25.27 °C). Result: Anomaly reconstruction score drops from 0.1979 to 0.0183 (threshold: 0.1257), restoring the machine to verified normal operation."
1747,A3_Heatwave,ambient_temp,ambient_temp,True,51.66,26.12,-25.54,decrease,°C,0.20212,0.02332,0.12567,True,2,0.05643,0.23799,50.0,88.46,5.68,"WHAT-IF ACTION: DECREASE Ambient Temp from 51.66 °C to 26.12 °C (-25.54 °C). Result: Anomaly reconstruction score drops from 0.2021 to 0.0233 (threshold: 0.1257), restoring the machine to verified normal operation."
1748,A3_Heatwave,ambient_temp,ambient_temp,True,52.57,26.12,-26.45,decrease,°C,0.20997,0.01734,0.12567,True,2,0.06066,0.25316,50.0,91.74,5.59,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.57 °C to 26.12 °C (-26.45 °C). Result: Anomaly reconstruction score drops from 0.2100 to 0.0173 (threshold: 0.1257), restoring the machine to verified normal operation."
1749,A3_Heatwave,ambient_temp,ambient_temp,True,52.5,26.12,-26.38,decrease,°C,0.23986,0.04659,0.12567,True,2,0.0649,0.26756,50.0,80.57,5.57,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.50 °C to 26.12 °C (-26.38 °C). Result: Anomaly reconstruction score drops from 0.2399 to 0.0466 (threshold: 0.1257), restoring the machine to verified normal operation."
1750,A3_Heatwave,ambient_temp,ambient_temp,True,52.01,26.12,-25.89,decrease,°C,0.2406,0.051,0.12567,True,2,0.06908,0.28106,50.0,78.8,5.6,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.01 °C to 26.12 °C (-25.89 °C). Result: Anomaly reconstruction score drops from 0.2406 to 0.0510 (threshold: 0.1257), restoring the machine to verified normal operation."
1751,A3_Heatwave,ambient_temp,ambient_temp,True,52.06,26.12,-25.94,decrease,°C,0.22131,0.02742,0.12567,True,2,0.07308,0.29353,50.0,87.61,5.69,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.06 °C to 26.12 °C (-25.94 °C). Result: Anomaly reconstruction score drops from 0.2213 to 0.0274 (threshold: 0.1257), restoring the machine to verified normal operation."
1752,A3_Heatwave,ambient_temp,ambient_temp,True,51.53,26.12,-25.41,decrease,°C,0.21618,0.03252,0.12567,True,2,0.07706,0.3051,50.0,84.96,5.56,"WHAT-IF ACTION: DECREASE Ambient Temp from 51.53 °C to 26.12 °C (-25.41 °C). Result: Anomaly reconstruction score drops from 0.2162 to 0.0325 (threshold: 0.1257), restoring the machine to verified normal operation."
1753,A3_Heatwave,ambient_temp,ambient_temp,True,52.53,26.12,-26.41,decrease,°C,0.23127,0.02602,0.12567,True,2,0.08115,0.31715,50.0,88.75,5.6,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.53 °C to 26.12 °C (-26.41 °C). Result: Anomaly reconstruction score drops from 0.2313 to 0.0260 (threshold: 0.1257), restoring the machine to verified normal operation."
1754,A3_Heatwave,ambient_temp,ambient_temp,True,51.6,26.12,-25.48,decrease,°C,0.23547,0.04297,0.12567,True,2,0.08509,0.32793,50.0,81.75,5.69,"WHAT-IF ACTION: DECREASE Ambient Temp from 51.60 °C to 26.12 °C (-25.48 °C). Result: Anomaly reconstruction score drops from 0.2355 to 0.0430 (threshold: 0.1257), restoring the machine to verified normal operation."
1755,A3_Heatwave,ambient_temp,ambient_temp,True,52.34,26.12,-26.22,decrease,°C,0.24918,0.02824,0.12567,True,2,0.08926,0.3389,50.0,88.67,5.67,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.34 °C to 26.12 °C (-26.22 °C). Result: Anomaly reconstruction score drops from 0.2492 to 0.0282 (threshold: 0.1257), restoring the machine to verified normal operation."
1756,A3_Heatwave,ambient_temp,ambient_temp,True,52.54,26.12,-26.42,decrease,°C,0.25751,0.0269,0.12567,True,2,0.09358,0.34976,50.0,89.55,5.73,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.54 °C to 26.12 °C (-26.42 °C). Result: Anomaly reconstruction score drops from 0.2575 to 0.0269 (threshold: 0.1257), restoring the machine to verified normal operation."
1757,A3_Heatwave,ambient_temp,ambient_temp,True,52.02,26.12,-25.9,decrease,°C,0.24644,0.02255,0.12567,True,2,0.09729,0.35933,50.0,90.85,5.65,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.02 °C to 26.12 °C (-25.90 °C). Result: Anomaly reconstruction score drops from 0.2464 to 0.0226 (threshold: 0.1257), restoring the machine to verified normal operation."
1758,A3_Heatwave,ambient_temp,ambient_temp,True,52.39,26.12,-26.27,decrease,°C,0.26562,0.03252,0.12567,True,2,0.10151,0.36949,50.0,87.76,5.6,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.39 °C to 26.12 °C (-26.27 °C). Result: Anomaly reconstruction score drops from 0.2656 to 0.0325 (threshold: 0.1257), restoring the machine to verified normal operation."
1759,A3_Heatwave,ambient_temp,ambient_temp,True,52.74,26.12,-26.62,decrease,°C,0.2692,0.03401,0.12567,True,2,0.1058,0.37969,50.0,87.37,5.59,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.74 °C to 26.12 °C (-26.62 °C). Result: Anomaly reconstruction score drops from 0.2692 to 0.0340 (threshold: 0.1257), restoring the machine to verified normal operation."
1760,A3_Heatwave,ambient_temp,ambient_temp,True,52.11,26.12,-25.99,decrease,°C,0.25944,0.02295,0.12567,True,2,0.11,0.38906,50.0,91.15,5.54,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.11 °C to 26.12 °C (-25.99 °C). Result: Anomaly reconstruction score drops from 0.2594 to 0.0230 (threshold: 0.1257), restoring the machine to verified normal operation."
1761,A3_Heatwave,ambient_temp,ambient_temp,True,51.93,26.12,-25.81,decrease,°C,0.25452,0.03458,0.12567,True,2,0.11408,0.39796,50.0,86.42,6.28,"WHAT-IF ACTION: DECREASE Ambient Temp from 51.93 °C to 26.12 °C (-25.81 °C). Result: Anomaly reconstruction score drops from 0.2545 to 0.0346 (threshold: 0.1257), restoring the machine to verified normal operation."
1762,A3_Heatwave,ambient_temp,ambient_temp,True,51.97,26.12,-25.85,decrease,°C,0.25741,0.02364,0.12567,True,2,0.11819,0.40683,50.0,90.81,6.24,"WHAT-IF ACTION: DECREASE Ambient Temp from 51.97 °C to 26.12 °C (-25.85 °C). Result: Anomaly reconstruction score drops from 0.2574 to 0.0236 (threshold: 0.1257), restoring the machine to verified normal operation."
1763,A3_Heatwave,ambient_temp,ambient_temp,True,51.7,26.12,-25.58,decrease,°C,0.25956,0.02437,0.12567,True,2,0.12229,0.41537,50.0,90.61,5.58,"WHAT-IF ACTION: DECREASE Ambient Temp from 51.70 °C to 26.12 °C (-25.58 °C). Result: Anomaly reconstruction score drops from 0.2596 to 0.0244 (threshold: 0.1257), restoring the machine to verified normal operation."
1764,A3_Heatwave,ambient_temp,ambient_temp,True,51.69,26.12,-25.57,decrease,°C,0.25922,0.02838,0.12567,True,2,0.12624,0.42358,50.0,89.05,5.58,"WHAT-IF ACTION: DECREASE Ambient Temp from 51.69 °C to 26.12 °C (-25.57 °C). Result: Anomaly reconstruction score drops from 0.2592 to 0.0284 (threshold: 0.1257), restoring the machine to verified normal operation."
1765,A3_Heatwave,ambient_temp,ambient_temp,True,52.18,26.12,-26.06,decrease,°C,0.2706,0.0349,0.12567,True,2,0.1303,0.43206,50.0,87.1,5.56,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.18 °C to 26.12 °C (-26.06 °C). Result: Anomaly reconstruction score drops from 0.2706 to 0.0349 (threshold: 0.1257), restoring the machine to verified normal operation."
1766,A3_Heatwave,ambient_temp,ambient_temp,True,51.93,26.12,-25.81,decrease,°C,0.26883,0.03252,0.12567,True,2,0.13426,0.44023,50.0,87.9,5.7,"WHAT-IF ACTION: DECREASE Ambient Temp from 51.93 °C to 26.12 °C (-25.81 °C). Result: Anomaly reconstruction score drops from 0.2688 to 0.0325 (threshold: 0.1257), restoring the machine to verified normal operation."
1767,A3_Heatwave,ambient_temp,ambient_temp,True,52.13,26.12,-26.01,decrease,°C,0.27491,0.03513,0.12567,True,2,0.13838,0.44831,50.0,87.22,5.62,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.13 °C to 26.12 °C (-26.01 °C). Result: Anomaly reconstruction score drops from 0.2749 to 0.0351 (threshold: 0.1257), restoring the machine to verified normal operation."
1768,A3_Heatwave,ambient_temp,ambient_temp,True,51.4,26.12,-25.28,decrease,°C,0.26895,0.03188,0.12567,True,2,0.14235,0.456,50.0,88.15,5.65,"WHAT-IF ACTION: DECREASE Ambient Temp from 51.40 °C to 26.12 °C (-25.28 °C). Result: Anomaly reconstruction score drops from 0.2690 to 0.0319 (threshold: 0.1257), restoring the machine to verified normal operation."
1769,A3_Heatwave,ambient_temp,ambient_temp,True,51.96,26.12,-25.84,decrease,°C,0.28367,0.03044,0.12567,True,2,0.14653,0.46384,50.0,89.27,5.56,"WHAT-IF ACTION: DECREASE Ambient Temp from 51.96 °C to 26.12 °C (-25.84 °C). Result: Anomaly reconstruction score drops from 0.2837 to 0.0304 (threshold: 0.1257), restoring the machine to verified normal operation."
1770,A3_Heatwave,ambient_temp,ambient_temp,True,52.41,26.12,-26.29,decrease,°C,0.29233,0.04357,0.12567,True,2,0.15083,0.47188,50.0,85.09,5.55,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.41 °C to 26.12 °C (-26.29 °C). Result: Anomaly reconstruction score drops from 0.2923 to 0.0436 (threshold: 0.1257), restoring the machine to verified normal operation."
1771,A3_Heatwave,ambient_temp,ambient_temp,True,51.55,26.12,-25.43,decrease,°C,0.27842,0.03638,0.12567,True,2,0.15514,0.47942,50.0,86.93,5.7,"WHAT-IF ACTION: DECREASE Ambient Temp from 51.55 °C to 26.12 °C (-25.43 °C). Result: Anomaly reconstruction score drops from 0.2784 to 0.0364 (threshold: 0.1257), restoring the machine to verified normal operation."
1772,A3_Heatwave,ambient_temp,ambient_temp,True,52.01,26.12,-25.89,decrease,°C,0.28968,0.03866,0.12567,True,2,0.15939,0.48695,50.0,86.66,5.63,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.01 °C to 26.12 °C (-25.89 °C). Result: Anomaly reconstruction score drops from 0.2897 to 0.0387 (threshold: 0.1257), restoring the machine to verified normal operation."
1773,A3_Heatwave,ambient_temp,ambient_temp,True,51.26,26.12,-25.14,decrease,°C,0.27941,0.03403,0.12567,True,2,0.16342,0.49397,50.0,87.82,5.6,"WHAT-IF ACTION: DECREASE Ambient Temp from 51.26 °C to 26.12 °C (-25.14 °C). Result: Anomaly reconstruction score drops from 0.2794 to 0.0340 (threshold: 0.1257), restoring the machine to verified normal operation."
1774,A3_Heatwave,ambient_temp,ambient_temp,True,51.48,26.12,-25.36,decrease,°C,0.29157,0.03525,0.12567,True,2,0.1675,0.50105,50.0,87.91,5.6,"WHAT-IF ACTION: DECREASE Ambient Temp from 51.48 °C to 26.12 °C (-25.36 °C). Result: Anomaly reconstruction score drops from 0.2916 to 0.0353 (threshold: 0.1257), restoring the machine to verified normal operation."
1775,A3_Heatwave,ambient_temp,ambient_temp,True,52.32,26.12,-26.2,decrease,°C,0.29796,0.03485,0.12567,True,2,0.17154,0.50817,50.0,88.31,5.62,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.32 °C to 26.12 °C (-26.20 °C). Result: Anomaly reconstruction score drops from 0.2980 to 0.0348 (threshold: 0.1257), restoring the machine to verified normal operation."
1776,A3_Heatwave,ambient_temp,ambient_temp,True,51.88,26.12,-25.76,decrease,°C,0.29475,0.03521,0.12567,True,2,0.1757,0.51519,50.0,88.06,5.78,"WHAT-IF ACTION: DECREASE Ambient Temp from 51.88 °C to 26.12 °C (-25.76 °C). Result: Anomaly reconstruction score drops from 0.2948 to 0.0352 (threshold: 0.1257), restoring the machine to verified normal operation."
1777,A3_Heatwave,ambient_temp,ambient_temp,True,52.73,26.12,-26.61,decrease,°C,0.30858,0.02426,0.12567,True,2,0.17975,0.52234,50.0,92.14,5.67,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.73 °C to 26.12 °C (-26.61 °C). Result: Anomaly reconstruction score drops from 0.3086 to 0.0243 (threshold: 0.1257), restoring the machine to verified normal operation."
1778,A3_Heatwave,ambient_temp,ambient_temp,True,52.17,26.12,-26.05,decrease,°C,0.3093,0.044,0.12567,True,2,0.18404,0.52933,50.0,85.78,5.61,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.17 °C to 26.12 °C (-26.05 °C). Result: Anomaly reconstruction score drops from 0.3093 to 0.0440 (threshold: 0.1257), restoring the machine to verified normal operation."
1779,A3_Heatwave,ambient_temp,ambient_temp,True,52.21,26.12,-26.09,decrease,°C,0.31341,0.0407,0.12567,True,2,0.18833,0.53625,50.0,87.01,5.57,"WHAT-IF ACTION: DECREASE Ambient Temp from 52.21 °C to 26.12 °C (-26.09 °C). Result: Anomaly reconstruction score drops from 0.3134 to 0.0407 (threshold: 0.1257), restoring the machine to verified normal operation."
1780,A3_Heatwave,ambient_temp,ambient_temp,True,51.57,26.12,-25.45,decrease,°C,0.30232,0.02892,0.12567,True,2,0.1923,0.54259,50.0,90.43,5.65,"WHAT-IF ACTION: DECREASE Ambient Temp from 51.57 °C to 26.12 °C (-25.45 °C). Result: Anomaly reconstruction score drops from 0.3023 to 0.0289 (threshold: 0.1257), restoring the machine to verified normal operation."
2341,A4_Sensor_Glitch,vibration,vibration,True,98.97,1.86,-97.11,decrease,mm/s,141.87268,0.05626,0.12567,True,3,0.15935,2.17068,33.33,99.96,7.23,"WHAT-IF ACTION: DECREASE Vibration from 98.97 mm/s to 1.86 mm/s (-97.11 mm/s). Result: Anomaly reconstruction score drops from 141.8727 to 0.0563 (threshold: 0.1257), restoring the machine to verified normal operation."
2342,A4_Sensor_Glitch,vibration,vibration,True,99.22,1.86,-97.36,decrease,mm/s,144.92657,0.05744,0.12567,True,3,0.24763,3.0707,33.33,99.96,5.56,"WHAT-IF ACTION: DECREASE Vibration from 99.22 mm/s to 1.86 mm/s (-97.36 mm/s). Result: Anomaly reconstruction score drops from 144.9266 to 0.0574 (threshold: 0.1257), restoring the machine to verified normal operation."
2343,A4_Sensor_Glitch,vibration,vibration,True,99.38,1.86,-97.52,decrease,mm/s,147.69438,0.02983,0.12567,True,3,0.33583,3.76324,33.33,99.98,5.59,"WHAT-IF ACTION: DECREASE Vibration from 99.38 mm/s to 1.86 mm/s (-97.52 mm/s). Result: Anomaly reconstruction score drops from 147.6944 to 0.0298 (threshold: 0.1257), restoring the machine to verified normal operation."
2344,A4_Sensor_Glitch,vibration,vibration,True,98.87,1.86,-97.01,decrease,mm/s,148.50008,0.02569,0.12567,True,3,0.42391,4.34114,33.33,99.98,5.7,"WHAT-IF ACTION: DECREASE Vibration from 98.87 mm/s to 1.86 mm/s (-97.01 mm/s). Result: Anomaly reconstruction score drops from 148.5001 to 0.0257 (threshold: 0.1257), restoring the machine to verified normal operation."
2345,A4_Sensor_Glitch,vibration,vibration,True,98.74,1.86,-96.88,decrease,mm/s,150.40511,0.02364,0.12567,True,3,0.51231,4.84941,33.33,99.98,5.53,"WHAT-IF ACTION: DECREASE Vibration from 98.74 mm/s to 1.86 mm/s (-96.88 mm/s). Result: Anomaly reconstruction score drops from 150.4051 to 0.0236 (threshold: 0.1257), restoring the machine to verified normal operation."
2346,A4_Sensor_Glitch,vibration,vibration,True,99.16,1.86,-97.3,decrease,mm/s,153.92563,0.0217,0.12567,True,3,0.60087,5.31305,33.33,99.99,5.7,"WHAT-IF ACTION: DECREASE Vibration from 99.16 mm/s to 1.86 mm/s (-97.30 mm/s). Result: Anomaly reconstruction score drops from 153.9256 to 0.0217 (threshold: 0.1257), restoring the machine to verified normal operation."
2347,A4_Sensor_Glitch,vibration,vibration,True,99.52,1.86,-97.66,decrease,mm/s,157.31458,0.02233,0.12567,True,3,0.68895,5.74236,33.33,99.99,5.65,"WHAT-IF ACTION: DECREASE Vibration from 99.52 mm/s to 1.86 mm/s (-97.66 mm/s). Result: Anomaly reconstruction score drops from 157.3146 to 0.0223 (threshold: 0.1257), restoring the machine to verified normal operation."
2348,A4_Sensor_Glitch,vibration,vibration,True,99.22,1.86,-97.36,decrease,mm/s,158.77716,0.02136,0.12567,True,3,0.77769,6.13941,33.33,99.99,5.64,"WHAT-IF ACTION: DECREASE Vibration from 99.22 mm/s to 1.86 mm/s (-97.36 mm/s). Result: Anomaly reconstruction score drops from 158.7772 to 0.0214 (threshold: 0.1257), restoring the machine to verified normal operation."
2349,A4_Sensor_Glitch,vibration,vibration,True,98.85,1.86,-96.99,decrease,mm/s,160.02533,0.02125,0.12567,True,3,0.8653,6.50951,33.33,99.99,5.66,"WHAT-IF ACTION: DECREASE Vibration from 98.85 mm/s to 1.86 mm/s (-96.99 mm/s). Result: Anomaly reconstruction score drops from 160.0253 to 0.0213 (threshold: 0.1257), restoring the machine to verified normal operation."
2350,A4_Sensor_Glitch,vibration,vibration,True,99.57,1.86,-97.71,decrease,mm/s,164.46202,0.02116,0.12567,True,3,0.95339,6.86475,33.33,99.99,5.67,"WHAT-IF ACTION: DECREASE Vibration from 99.57 mm/s to 1.86 mm/s (-97.71 mm/s). Result: Anomaly reconstruction score drops from 164.4620 to 0.0212 (threshold: 0.1257), restoring the machine to verified normal operation."
2351,A4_Sensor_Glitch,vibration,vibration,True,99.14,1.86,-97.28,decrease,mm/s,165.54668,0.02118,0.12567,True,3,1.04179,7.19962,33.33,99.99,5.72,"WHAT-IF ACTION: DECREASE Vibration from 99.14 mm/s to 1.86 mm/s (-97.28 mm/s). Result: Anomaly reconstruction score drops from 165.5467 to 0.0212 (threshold: 0.1257), restoring the machine to verified normal operation."
2352,A4_Sensor_Glitch,vibration,vibration,True,98.84,1.86,-96.98,decrease,mm/s,167.00005,0.02139,0.12567,True,3,1.13019,7.51767,33.33,99.99,5.66,"WHAT-IF ACTION: DECREASE Vibration from 98.84 mm/s to 1.86 mm/s (-96.98 mm/s). Result: Anomaly reconstruction score drops from 167.0000 to 0.0214 (threshold: 0.1257), restoring the machine to verified normal operation."
2353,A4_Sensor_Glitch,vibration,vibration,True,99.39,1.86,-97.53,decrease,mm/s,170.93716,0.02091,0.12567,True,3,1.21859,7.82619,33.33,99.99,5.57,"WHAT-IF ACTION: DECREASE Vibration from 99.39 mm/s to 1.86 mm/s (-97.53 mm/s). Result: Anomaly reconstruction score drops from 170.9372 to 0.0209 (threshold: 0.1257), restoring the machine to verified normal operation."
2354,A4_Sensor_Glitch,vibration,vibration,True,98.83,1.86,-96.97,decrease,mm/s,171.64333,0.02086,0.12567,True,3,1.30695,8.11967,33.33,99.99,5.72,"WHAT-IF ACTION: DECREASE Vibration from 98.83 mm/s to 1.86 mm/s (-96.97 mm/s). Result: Anomaly reconstruction score drops from 171.6433 to 0.0209 (threshold: 0.1257), restoring the machine to verified normal operation."
2355,A4_Sensor_Glitch,vibration,vibration,True,98.88,1.86,-97.02,decrease,mm/s,174.11681,0.02141,0.12567,True,3,1.39453,8.40317,33.33,99.99,5.61,"WHAT-IF ACTION: DECREASE Vibration from 98.88 mm/s to 1.86 mm/s (-97.02 mm/s). Result: Anomaly reconstruction score drops from 174.1168 to 0.0214 (threshold: 0.1257), restoring the machine to verified normal operation."
2356,A4_Sensor_Glitch,vibration,vibration,True,99.15,1.86,-97.29,decrease,mm/s,177.2361,0.02061,0.12567,True,3,1.48279,8.67893,33.33,99.99,5.72,"WHAT-IF ACTION: DECREASE Vibration from 99.15 mm/s to 1.86 mm/s (-97.29 mm/s). Result: Anomaly reconstruction score drops from 177.2361 to 0.0206 (threshold: 0.1257), restoring the machine to verified normal operation."
2357,A4_Sensor_Glitch,vibration,vibration,True,99.0,1.86,-97.14,decrease,mm/s,179.14163,0.02134,0.12567,True,3,1.57122,8.94539,33.33,99.99,5.58,"WHAT-IF ACTION: DECREASE Vibration from 99.00 mm/s to 1.86 mm/s (-97.14 mm/s). Result: Anomaly reconstruction score drops from 179.1416 to 0.0213 (threshold: 0.1257), restoring the machine to verified normal operation."
2358,A4_Sensor_Glitch,vibration,vibration,True,99.01,1.86,-97.15,decrease,mm/s,181.51167,0.02111,0.12567,True,3,1.65999,9.2042,33.33,99.99,5.64,"WHAT-IF ACTION: DECREASE Vibration from 99.01 mm/s to 1.86 mm/s (-97.15 mm/s). Result: Anomaly reconstruction score drops from 181.5117 to 0.0211 (threshold: 0.1257), restoring the machine to verified normal operation."
2359,A4_Sensor_Glitch,vibration,vibration,True,99.01,1.86,-97.15,decrease,mm/s,183.85625,0.02237,0.12567,True,3,1.74879,9.45593,33.33,99.99,5.62,"WHAT-IF ACTION: DECREASE Vibration from 99.01 mm/s to 1.86 mm/s (-97.15 mm/s). Result: Anomaly reconstruction score drops from 183.8562 to 0.0224 (threshold: 0.1257), restoring the machine to verified normal operation."
2360,A4_Sensor_Glitch,vibration,vibration,True,99.22,1.86,-97.36,decrease,mm/s,186.81909,0.02157,0.12567,True,3,1.83659,9.70215,33.33,99.99,5.55,"WHAT-IF ACTION: DECREASE Vibration from 99.22 mm/s to 1.86 mm/s (-97.36 mm/s). Result: Anomaly reconstruction score drops from 186.8191 to 0.0216 (threshold: 0.1257), restoring the machine to verified normal operation."
2361,A4_Sensor_Glitch,vibration,vibration,True,98.54,1.86,-96.68,decrease,mm/s,187.18613,0.02086,0.12567,True,3,1.92424,9.93899,33.33,99.99,5.88,"WHAT-IF ACTION: DECREASE Vibration from 98.54 mm/s to 1.86 mm/s (-96.68 mm/s). Result: Anomaly reconstruction score drops from 187.1861 to 0.0209 (threshold: 0.1257), restoring the machine to verified normal operation."
2362,A4_Sensor_Glitch,vibration,vibration,True,99.06,1.86,-97.2,decrease,mm/s,191.03731,0.02141,0.12567,True,3,2.01261,10.17278,33.33,99.99,5.68,"WHAT-IF ACTION: DECREASE Vibration from 99.06 mm/s to 1.86 mm/s (-97.20 mm/s). Result: Anomaly reconstruction score drops from 191.0373 to 0.0214 (threshold: 0.1257), restoring the machine to verified normal operation."
2363,A4_Sensor_Glitch,vibration,vibration,True,98.94,1.86,-97.08,decrease,mm/s,193.04074,0.02211,0.12567,True,3,2.10111,10.40076,33.33,99.99,5.6,"WHAT-IF ACTION: DECREASE Vibration from 98.94 mm/s to 1.86 mm/s (-97.08 mm/s). Result: Anomaly reconstruction score drops from 193.0407 to 0.0221 (threshold: 0.1257), restoring the machine to verified normal operation."
2364,A4_Sensor_Glitch,vibration,vibration,True,98.85,1.86,-96.99,decrease,mm/s,195.12503,0.02203,0.12567,True,3,2.1891,10.62344,33.33,99.99,5.65,"WHAT-IF ACTION: DECREASE Vibration from 98.85 mm/s to 1.86 mm/s (-96.99 mm/s). Result: Anomaly reconstruction score drops from 195.1250 to 0.0220 (threshold: 0.1257), restoring the machine to verified normal operation."
2365,A4_Sensor_Glitch,vibration,vibration,True,98.85,1.86,-96.99,decrease,mm/s,197.46779,0.02172,0.12567,True,3,2.27683,10.84154,33.33,99.99,5.61,"WHAT-IF ACTION: DECREASE Vibration from 98.85 mm/s to 1.86 mm/s (-96.99 mm/s). Result: Anomaly reconstruction score drops from 197.4678 to 0.0217 (threshold: 0.1257), restoring the machine to verified normal operation."
3361,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4790.8,2213.3,-2577.5,decrease,RPM,0.21554,0.04403,0.12567,True,4,0.11258,0.1995,50.0,79.57,5.74,"WHAT-IF ACTION: DECREASE Spindle Speed from 4790.80 RPM to 2213.30 RPM (-2577.50 RPM). Result: Anomaly reconstruction score drops from 0.2155 to 0.0440 (threshold: 0.1257), restoring the machine to verified normal operation."
3362,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4869.0,2213.3,-2655.7,decrease,RPM,0.24097,0.04859,0.12567,True,4,0.11857,0.22331,50.0,79.84,5.91,"WHAT-IF ACTION: DECREASE Spindle Speed from 4869.00 RPM to 2213.30 RPM (-2655.70 RPM). Result: Anomaly reconstruction score drops from 0.2410 to 0.0486 (threshold: 0.1257), restoring the machine to verified normal operation."
3363,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4831.9,2213.3,-2618.6,decrease,RPM,0.24414,0.04833,0.12567,True,4,0.1245,0.24477,50.0,80.2,5.74,"WHAT-IF ACTION: DECREASE Spindle Speed from 4831.90 RPM to 2213.30 RPM (-2618.60 RPM). Result: Anomaly reconstruction score drops from 0.2441 to 0.0483 (threshold: 0.1257), restoring the machine to verified normal operation."
