timestamp,ambient_temp,ambient_humidity,fan_speed,lubrication_flow,motor_temp,spindle_speed,vibration,acoustic_emission,power_draw,tool_wear,anomaly,anomaly_type
2024-01-01 14:54:00,30.67,43.72,1229.6,3.44,64.67,2611.6,2.41,67.84,10.08,33.87,0,Normal
2024-01-01 14:55:00,30.73,41.69,1240.9,3.42,63.76,2669.7,2.36,67.83,10.29,34.25,0,Normal
2024-01-01 14:56:00,30.6,41.42,1207.3,3.92,63.93,2579.5,2.06,64.82,9.34,31.68,0,Normal
2024-01-01 14:57:00,30.19,44.89,1213.4,3.6,62.78,2622.6,2.2,66.91,9.56,33.35,0,Normal
2024-01-01 14:58:00,30.17,41.47,1226.1,3.69,63.45,2721.8,2.41,68.12,9.76,35.68,0,Normal
2024-01-01 14:59:00,29.81,43.6,1217.3,3.77,62.32,2593.6,2.33,67.0,10.22,33.34,0,Normal
2024-01-01 15:00:00,31.28,41.89,1277.6,3.37,62.34,2675.7,2.26,67.07,9.67,33.79,0,Normal
2024-01-01 15:01:00,30.38,42.16,1266.1,3.75,62.1,2649.4,2.35,67.64,9.66,34.89,0,Normal
2024-01-01 15:02:00,30.24,44.44,1203.4,3.4,63.36,2664.4,2.45,69.08,10.16,35.19,0,Normal
2024-01-01 15:03:00,29.87,43.07,1220.3,3.39,63.24,2752.2,2.43,69.71,10.46,36.19,0,Normal
2024-01-01 15:04:00,31.79,42.59,1272.6,3.45,63.2,2660.8,2.28,66.36,9.57,34.71,0,Normal
2024-01-01 15:05:00,29.77,43.93,1253.2,3.38,62.71,2688.4,2.32,66.37,10.2,34.81,0,Normal
2024-01-01 15:06:00,30.07,44.58,1239.4,3.66,61.24,2531.0,2.34,67.28,9.35,33.63,0,Normal
2024-01-01 15:07:00,30.48,43.96,1236.8,3.55,63.45,2683.6,2.36,66.15,10.36,35.32,0,Normal
2024-01-01 15:08:00,30.55,41.77,1247.7,3.4,63.35,2619.8,2.48,68.74,9.76,35.72,0,Normal
2024-01-01 15:09:00,30.71,39.34,1251.1,3.63,64.82,2832.7,2.48,68.51,10.67,37.72,0,Normal
2024-01-01 15:10:00,31.12,42.23,1219.2,3.44,63.11,2615.1,2.28,67.35,9.69,33.65,0,Normal
2024-01-01 15:11:00,30.45,43.0,1233.8,3.43,63.19,2758.5,2.48,68.02,9.85,36.63,0,Normal
2024-01-01 15:12:00,29.65,45.16,1249.5,3.51,61.46,2643.8,2.49,68.29,9.43,36.5,0,Normal
2024-01-01 15:13:00,30.03,43.3,1215.5,3.59,63.75,2756.7,2.32,67.74,9.83,36.46,0,Normal
2024-01-01 15:14:00,30.3,42.52,1229.2,3.58,62.28,2652.3,2.38,67.68,10.1,36.15,0,Normal
2024-01-01 15:15:00,31.16,44.62,1237.1,3.43,63.78,2621.5,2.38,66.77,9.26,35.92,0,Normal
2024-01-01 15:16:00,29.41,42.55,1150.3,3.67,64.31,2696.3,2.2,66.9,9.94,35.18,0,Normal
2024-01-01 15:17:00,30.69,43.56,1234.3,3.46,63.04,2654.6,2.2,67.89,9.73,34.68,0,Normal
2024-01-01 15:18:00,30.16,42.55,1230.8,3.37,62.65,2597.2,2.28,67.2,9.1,34.59,0,Normal
2024-01-01 15:19:00,30.47,42.35,1216.6,3.21,63.54,2695.0,2.5,68.51,9.87,37.34,0,Normal
2024-01-01 15:20:00,29.98,43.25,1190.8,3.7,64.07,2685.7,2.42,69.07,9.79,36.97,0,Normal
2024-01-01 15:21:00,29.6,43.22,1189.9,3.5,61.5,2575.7,2.08,65.21,9.28,33.12,0,Normal
2024-01-01 15:22:00,30.37,43.88,1246.6,3.54,62.1,2700.5,2.38,68.19,10.33,36.22,0,Normal
2024-01-01 15:23:00,30.31,45.23,1275.5,3.71,60.35,2564.9,2.13,65.49,9.54,33.75,0,Normal
2024-01-01 15:24:00,30.45,43.6,1263.5,3.4,63.33,2715.7,2.41,68.6,9.92,37.75,0,Normal
2024-01-01 15:25:00,29.94,43.97,1185.1,3.23,61.52,2612.4,2.41,68.19,9.45,35.93,0,Normal
2024-01-01 15:26:00,29.62,42.9,1233.8,3.51,61.38,2616.4,2.43,67.45,9.25,36.45,0,Normal
2024-01-01 15:27:00,29.13,46.05,1185.9,3.56,63.01,2649.4,2.34,67.23,9.69,36.55,0,Normal
2024-01-01 15:28:00,30.3,46.4,1211.4,3.45,65.12,2780.8,2.35,68.41,9.96,37.89,0,Normal
2024-01-01 15:29:00,30.08,42.99,1210.0,3.79,63.48,2615.4,2.22,65.5,9.63,35.44,0,Normal
2024-01-01 15:30:00,29.37,44.28,1225.0,3.0,61.63,2545.3,2.48,67.75,9.65,36.63,0,Normal
2024-01-01 15:31:00,29.56,43.65,1235.2,3.72,64.51,2823.5,2.5,68.98,10.29,39.17,0,Normal
2024-01-01 15:32:00,29.58,43.73,1209.1,3.66,60.14,2497.1,2.17,65.89,8.98,34.42,0,Normal
2024-01-01 15:33:00,29.05,41.29,1199.0,3.59,61.62,2567.5,2.16,66.3,9.14,34.01,0,Normal
2024-01-01 15:34:00,29.36,45.45,1218.9,2.83,63.07,2654.6,2.44,66.57,9.77,38.26,0,Normal
2024-01-01 15:35:00,29.19,43.9,1217.9,3.76,61.78,2678.5,2.3,66.42,10.16,36.59,0,Normal
2024-01-01 15:36:00,29.53,42.14,1239.9,3.29,60.54,2518.6,2.12,66.31,9.28,34.17,0,Normal
2024-01-01 15:37:00,29.34,46.01,1174.8,3.4,63.5,2726.9,2.49,67.81,10.32,39.05,0,Normal
2024-01-01 15:38:00,28.88,44.09,1198.1,3.47,62.9,2675.0,2.42,66.95,10.24,37.58,0,Normal
2024-01-01 15:39:00,30.69,41.96,1207.0,3.58,63.38,2628.7,2.26,67.72,9.97,36.41,0,Normal
2024-01-01 15:40:00,30.28,45.39,1224.3,3.63,62.12,2581.7,2.21,66.94,9.89,35.45,0,Normal
2024-01-01 15:41:00,29.25,42.94,1199.3,3.68,62.9,2685.4,2.32,66.5,10.02,37.74,0,Normal
2024-01-01 15:42:00,29.75,41.85,1213.9,3.66,62.68,2641.0,2.21,66.69,9.68,36.22,0,Normal
2024-01-01 15:43:00,29.8,44.46,1196.1,3.55,63.09,2631.1,2.17,65.68,9.4,35.69,0,Normal
2024-01-01 15:44:00,30.17,45.12,1186.2,3.58,65.62,2780.8,2.46,68.3,10.13,39.01,0,Normal
2024-01-01 15:45:00,29.15,42.88,1150.6,3.28,62.53,2546.4,2.33,67.41,9.81,36.23,0,Normal
2024-01-01 15:46:00,30.08,44.16,1218.4,3.35,62.37,2539.9,2.43,67.27,9.6,36.81,0,Normal
2024-01-01 15:47:00,29.24,45.94,1194.1,3.68,62.09,2601.7,2.14,66.68,9.02,35.41,0,Normal
2024-01-01 15:48:00,28.83,42.72,1179.7,3.67,62.61,2604.9,2.35,68.05,9.07,37.45,0,Normal
2024-01-01 15:49:00,29.84,45.19,1249.8,3.64,62.62,2671.3,2.17,66.59,10.28,36.82,0,Normal
2024-01-01 15:50:00,30.1,44.83,1200.5,3.4,63.71,2613.3,2.22,67.12,9.36,36.9,0,Normal
2024-01-01 15:51:00,30.73,41.92,1270.0,3.68,61.77,2640.8,2.21,65.47,9.35,37.23,0,Normal
2024-01-01 15:52:00,28.81,47.71,1236.9,3.27,59.73,2577.4,2.17,66.96,9.61,36.08,0,Normal
2024-01-01 15:53:00,29.74,45.87,1166.1,3.72,64.69,2716.8,2.22,66.88,9.57,38.41,0,Normal
2024-01-01 15:54:00,29.17,45.35,1205.7,3.45,64.21,2618.1,2.56,68.15,10.22,39.64,0,Normal
2024-01-01 15:55:00,29.74,43.48,1204.9,3.84,63.66,2723.0,2.26,67.11,10.45,38.47,0,Normal
2024-01-01 15:56:00,28.6,44.77,1119.2,3.2,63.92,2712.8,2.72,70.26,11.05,42.05,0,Normal
2024-01-01 15:57:00,28.68,46.02,1157.5,3.85,63.76,2679.6,2.18,66.91,9.6,37.75,0,Normal
2024-01-01 15:58:00,28.9,46.53,1217.4,3.43,63.04,2699.5,2.21,65.91,9.76,37.37,0,Normal
2024-01-01 15:59:00,29.31,44.46,1256.7,3.42,61.97,2661.8,2.46,68.5,9.76,39.54,0,Normal
2024-01-01 16:00:00,28.93,42.33,1221.2,3.54,63.16,2683.5,2.27,66.98,9.8,4.28,0,Normal
2024-01-01 16:01:00,29.56,46.4,1219.3,3.36,62.86,2734.0,2.43,68.28,10.45,4.34,0,Normal
2024-01-01 16:02:00,29.72,44.49,1213.9,3.49,62.35,2664.4,2.19,65.88,9.2,4.93,0,Normal
2024-01-01 16:03:00,29.49,44.05,1251.8,3.35,63.03,2680.7,2.39,68.43,10.12,5.16,0,Normal
2024-01-01 16:04:00,29.98,45.03,1273.2,3.36,61.57,2680.4,2.21,66.61,9.56,5.1,0,Normal
2024-01-01 16:05:00,29.35,47.15,1192.4,3.6,63.3,2730.6,2.35,68.34,10.41,4.65,0,Normal
2024-01-01 16:06:00,28.52,42.17,1140.3,3.32,61.82,2531.5,2.23,65.56,9.76,5.71,0,Normal
2024-01-01 16:07:00,29.78,44.74,1163.2,3.35,64.8,2865.7,2.58,68.05,10.51,5.26,0,Normal
2024-01-01 16:08:00,28.78,43.76,1228.6,3.23,61.6,2625.7,2.42,67.55,9.71,5.76,0,Normal
2024-01-01 16:09:00,29.52,45.32,1209.1,3.4,61.6,2582.9,2.3,68.04,9.8,5.33,0,Normal
2024-01-01 16:10:00,29.83,44.2,1221.1,3.76,62.49,2698.4,2.32,68.58,10.13,5.5,0,Normal
2024-01-01 16:11:00,29.25,46.01,1160.2,3.33,62.99,2624.0,2.35,66.87,9.02,5.94,0,Normal
2024-01-01 16:12:00,28.25,46.1,1166.1,3.35,62.97,2693.6,2.36,67.53,10.17,5.72,0,Normal
2024-01-01 16:13:00,28.52,43.56,1182.9,3.54,62.51,2603.0,2.32,67.36,10.15,5.96,0,Normal
2024-01-01 16:14:00,29.62,43.72,1217.5,3.43,63.62,2563.3,2.31,67.79,9.71,6.06,0,Normal
2024-01-01 16:15:00,28.85,46.38,1187.0,3.95,60.62,2573.6,2.09,66.28,9.49,5.38,0,Normal
2024-01-01 16:16:00,28.95,47.11,1173.1,3.47,62.77,2577.6,2.33,66.53,10.01,6.29,0,Normal
2024-01-01 16:17:00,29.27,43.26,1185.8,3.57,60.97,2456.6,2.03,65.41,9.0,5.66,0,Normal
2024-01-01 16:18:00,29.22,46.65,1234.5,3.69,60.54,2529.4,2.27,65.32,9.56,5.75,0,Normal
2024-01-01 16:19:00,28.99,44.55,1205.8,3.68,63.31,2691.0,2.29,67.7,9.85,6.04,0,Normal
2024-01-01 16:20:00,28.72,46.55,1209.7,3.55,62.95,2673.6,2.34,67.17,9.83,6.74,0,Normal
2024-01-01 16:21:00,28.65,45.37,1170.5,3.47,62.79,2719.4,2.37,66.71,9.76,5.86,0,Normal
2024-01-01 16:22:00,29.21,45.4,1130.3,3.9,63.86,2603.6,2.29,67.43,9.76,6.75,0,Normal
2024-01-01 16:23:00,29.04,46.77,1187.6,3.48,62.73,2647.8,2.36,67.23,10.37,6.75,0,Normal
2024-01-01 16:24:00,28.61,44.36,1170.5,3.41,62.44,2625.8,2.32,68.1,9.42,6.69,0,Normal
2024-01-01 16:25:00,29.26,44.02,1213.8,3.37,62.74,2593.8,2.47,67.52,10.0,6.86,0,Normal
2024-01-01 16:26:00,28.63,46.45,1274.7,3.15,61.86,2732.0,2.14,67.65,9.76,6.68,0,Normal
2024-01-01 16:27:00,28.25,50.46,1202.3,3.66,62.69,2758.1,2.46,68.68,10.58,7.27,0,Normal
2024-01-01 16:28:00,28.27,45.52,1253.8,3.03,60.66,2628.0,2.5,68.94,10.27,6.84,0,Normal
2024-01-01 16:29:00,28.14,50.11,1197.0,3.5,61.73,2685.0,2.13,65.31,9.28,6.3,0,Normal
2024-01-01 16:30:00,28.47,49.46,1173.6,3.46,62.96,2651.0,2.43,69.2,9.73,7.12,0,Normal
2024-01-01 16:31:00,29.2,45.0,1212.7,3.95,59.97,2495.5,2.13,65.0,8.9,7.28,0,Normal
2024-01-01 16:32:00,28.16,46.57,1227.7,3.13,61.33,2665.1,2.46,67.78,9.71,7.5,0,Normal
2024-01-01 16:33:00,28.63,45.12,1238.4,3.32,59.68,2667.7,2.14,66.76,9.27,7.92,0,Normal
2024-01-01 16:34:00,28.19,46.86,1169.4,3.47,60.72,2622.5,2.32,67.38,9.67,7.23,0,Normal
2024-01-01 16:35:00,28.36,44.54,1193.6,3.46,62.87,2650.5,2.44,67.1,9.65,7.43,0,Normal
2024-01-01 16:36:00,27.72,47.7,1138.6,3.39,63.47,2790.1,2.4,68.63,9.97,7.57,0,Normal
2024-01-01 16:37:00,28.34,48.94,1207.4,3.48,61.12,2668.4,2.33,67.38,9.46,7.3,0,Normal
2024-01-01 16:38:00,28.33,45.79,1225.4,3.25,60.12,2609.2,2.26,66.32,9.58,7.38,0,Normal
2024-01-01 16:39:00,28.67,45.73,1194.5,3.57,63.79,2649.3,2.42,66.89,9.93,7.38,0,Normal
2024-01-01 16:40:00,28.49,43.86,1173.2,3.04,62.69,2753.9,2.51,68.65,10.1,7.08,0,Normal
2024-01-01 16:41:00,27.76,48.29,1184.2,3.49,62.0,2722.0,2.29,66.86,9.57,7.67,0,Normal
2024-01-01 16:42:00,28.88,46.12,1208.0,3.38,61.3,2575.7,2.27,66.89,8.97,7.86,0,Normal
2024-01-01 16:43:00,28.42,46.64,1190.4,3.7,61.4,2594.8,2.06,64.47,9.76,8.02,0,Normal
2024-01-01 16:44:00,28.39,46.27,1192.3,3.85,62.42,2704.8,2.24,66.45,9.67,7.83,0,Normal
2024-01-01 16:45:00,28.26,46.39,1180.9,3.43,62.26,2665.4,2.37,67.84,10.63,7.97,0,Normal
2024-01-01 16:46:00,27.99,48.08,1204.6,3.78,63.42,2717.0,2.39,69.08,10.26,8.74,0,Normal
2024-01-01 16:47:00,28.33,46.66,1205.0,3.44,61.61,2638.8,2.32,67.01,10.22,7.76,0,Normal
2024-01-01 16:48:00,28.44,46.99,1164.2,3.31,63.53,2688.4,2.28,68.16,10.15,8.31,0,Normal
2024-01-01 16:49:00,27.3,48.88,1140.8,3.85,62.02,2637.7,2.33,67.81,9.75,8.78,0,Normal
2024-01-01 16:50:00,27.88,49.19,1171.3,3.6,62.68,2734.9,2.48,68.37,9.93,8.43,0,Normal
2024-01-01 16:51:00,28.0,48.31,1198.5,3.5,62.12,2666.1,2.32,66.5,9.46,7.96,0,Normal
2024-01-01 16:52:00,28.24,47.16,1188.4,3.64,63.62,2770.3,2.31,66.61,10.39,9.45,0,Normal
2024-01-01 16:53:00,28.68,48.35,1177.6,3.55,62.2,2591.1,2.2,66.94,9.56,8.84,0,Normal
2024-01-01 16:54:00,27.68,48.51,1180.1,3.49,63.24,2684.4,2.34,67.07,10.08,9.2,0,Normal
2024-01-01 16:55:00,27.79,49.64,1167.5,3.23,61.06,2683.9,2.4,67.11,10.05,8.9,0,Normal
2024-01-01 16:56:00,27.76,48.64,1197.2,3.45,61.71,2656.4,2.28,66.78,9.77,9.1,0,Normal
2024-01-01 16:57:00,27.59,45.27,1180.2,3.62,62.53,2567.9,2.14,66.1,9.25,7.73,0,Normal
2024-01-01 16:58:00,27.8,49.62,1168.0,3.48,61.72,2584.0,2.36,68.01,9.91,8.83,0,Normal
2024-01-01 16:59:00,28.33,46.91,1192.4,3.68,61.86,2686.0,2.29,66.64,9.68,9.51,0,Normal
2024-01-01 17:00:00,27.4,48.31,1200.8,3.58,62.52,2729.2,2.23,67.3,9.84,8.62,0,Normal
2024-01-01 17:01:00,28.11,47.52,1168.0,3.32,62.98,2598.6,2.38,67.95,9.96,9.1,0,Normal
2024-01-01 17:02:00,27.03,48.54,1170.6,3.24,61.36,2595.2,2.35,66.08,9.57,9.42,0,Normal
2024-01-01 17:03:00,27.57,48.41,1169.7,3.47,63.66,2786.9,2.37,67.86,9.61,9.33,0,Normal
2024-01-01 17:04:00,27.67,47.01,1184.0,3.4,63.17,2728.3,2.53,66.68,10.5,9.82,0,Normal
2024-01-01 17:05:00,28.64,48.05,1176.5,3.57,61.96,2648.0,2.29,66.37,10.05,9.67,0,Normal
2024-01-01 17:06:00,27.65,47.77,1175.7,3.36,61.7,2632.1,2.3,67.36,9.09,9.68,0,Normal
2024-01-01 17:07:00,26.66,49.14,1180.9,3.38,62.14,2616.1,2.31,67.14,9.33,9.47,0,Normal
2024-01-01 17:08:00,26.74,48.18,1131.3,3.71,62.49,2656.9,2.3,65.9,10.35,9.42,0,Normal
2024-01-01 17:09:00,27.73,48.19,1141.4,3.53,61.07,2569.0,2.21,65.62,9.43,9.71,0,Normal
2024-01-01 17:10:00,28.0,47.59,1147.7,3.36,62.74,2629.0,2.34,65.57,9.75,10.0,0,Normal
2024-01-01 17:11:00,27.85,48.14,1147.8,3.5,60.69,2470.0,2.26,65.71,9.06,9.73,0,Normal
2024-01-01 17:12:00,27.73,46.25,1189.4,3.78,61.94,2682.6,2.1,66.3,9.22,9.86,0,Normal
2024-01-01 17:13:00,28.2,44.54,1148.9,3.56,62.61,2673.2,2.19,66.1,9.6,10.12,0,Normal
2024-01-01 17:14:00,27.33,49.45,1159.1,3.62,60.89,2630.4,2.3,67.03,9.86,10.43,0,Normal
2024-01-01 17:15:00,28.02,49.49,1195.9,3.35,63.55,2780.6,2.71,69.64,10.51,11.02,0,Normal
2024-01-01 17:16:00,26.73,48.04,1165.1,3.71,60.36,2532.7,2.21,66.36,9.42,10.01,0,Normal
2024-01-01 17:17:00,27.07,51.35,1151.8,3.96,60.14,2556.1,2.25,67.28,9.85,9.89,0,Normal
2024-01-01 17:18:00,26.6,50.25,1156.7,3.34,61.71,2626.9,2.28,66.77,9.43,10.92,0,Normal
2024-01-01 17:19:00,27.34,48.48,1169.5,3.26,62.3,2761.7,2.39,68.23,10.12,10.31,0,Normal
2024-01-01 17:20:00,27.43,47.73,1163.0,3.54,62.95,2733.3,2.41,66.09,10.35,10.79,0,Normal
2024-01-01 17:21:00,27.49,46.14,1164.5,3.68,62.25,2619.3,2.33,68.06,9.4,10.39,0,Normal
2024-01-01 17:22:00,27.44,49.79,1224.7,3.48,62.13,2711.1,2.21,65.67,9.78,9.97,0,Normal
2024-01-01 17:23:00,26.92,48.08,1178.6,3.29,61.2,2601.6,2.29,66.15,10.09,10.82,0,Normal
2024-01-01 17:24:00,27.27,47.45,1227.3,3.48,60.46,2659.1,2.26,66.16,9.46,10.69,0,Normal
2024-01-01 17:25:00,26.59,51.33,1139.3,3.62,62.55,2682.1,2.23,67.49,10.04,10.9,0,Normal
2024-01-01 17:26:00,27.99,44.49,1177.8,3.42,62.93,2627.5,2.28,66.44,9.65,10.88,0,Normal
2024-01-01 17:27:00,27.14,46.57,1129.4,3.62,60.52,2425.6,2.17,65.67,9.53,10.79,0,Normal
2024-01-01 17:28:00,27.02,49.03,1140.2,3.73,63.9,2715.7,2.38,67.07,9.55,11.73,0,Normal
2024-01-01 17:29:00,28.04,47.67,1228.3,3.55,62.51,2787.5,2.46,68.24,10.2,11.21,0,Normal
2024-01-01 17:30:00,26.6,50.55,1138.9,3.49,61.09,2639.0,2.3,67.47,9.16,11.89,0,Normal
2024-01-01 17:31:00,26.63,49.31,1200.6,3.67,60.64,2643.3,2.12,67.05,9.17,10.97,0,Normal
2024-01-01 17:32:00,26.62,53.58,1121.4,3.33,63.1,2662.5,2.43,69.65,9.73,11.85,0,Normal
2024-01-01 17:33:00,27.11,48.56,1135.9,3.31,62.38,2642.5,2.27,67.38,9.59,11.48,0,Normal
2024-01-01 17:34:00,27.34,48.14,1158.2,3.45,61.06,2553.7,2.2,66.61,8.96,11.25,0,Normal
2024-01-01 17:35:00,27.47,47.06,1167.8,3.4,61.05,2558.4,2.14,65.17,9.24,11.41,0,Normal
2024-01-01 17:36:00,28.36,46.84,1210.3,3.34,62.13,2672.5,2.3,68.44,9.89,12.21,0,Normal
2024-01-01 17:37:00,25.93,51.96,1149.8,3.87,61.14,2742.1,2.24,66.76,9.29,12.14,0,Normal
2024-01-01 17:38:00,27.33,50.31,1156.2,3.93,62.26,2688.7,2.17,66.14,9.45,11.58,0,Normal
2024-01-01 17:39:00,26.72,47.36,1151.2,3.43,61.96,2566.6,2.18,66.63,10.15,11.5,0,Normal
2024-01-01 17:40:00,26.69,49.3,1145.7,3.52,62.3,2699.1,2.45,67.49,10.07,12.06,0,Normal
2024-01-01 17:41:00,26.65,50.41,1130.0,3.46,59.67,2354.3,2.05,63.7,8.12,11.28,0,Normal
2024-01-01 17:42:00,26.48,50.92,1127.3,3.72,63.6,2752.2,2.29,67.62,9.58,12.52,0,Normal
2024-01-01 17:43:00,27.75,47.76,1200.7,3.76,60.43,2523.8,2.0,66.05,9.06,11.2,0,Normal
2024-01-01 17:44:00,27.3,49.36,1120.4,3.14,62.11,2566.8,2.18,66.77,9.43,12.4,0,Normal
2024-01-01 17:45:00,26.87,48.12,1197.9,3.6,59.76,2616.0,2.16,65.98,9.14,12.34,0,Normal
2024-01-01 17:46:00,27.51,50.52,1161.7,3.24,61.43,2483.9,2.13,66.0,9.79,12.45,0,Normal
2024-01-01 17:47:00,26.06,52.29,1121.8,3.85,63.32,2742.1,2.37,67.75,10.83,12.44,0,Normal
2024-01-01 17:48:00,26.12,48.66,1160.9,3.59,60.53,2625.8,2.22,66.51,9.37,12.23,0,Normal
2024-01-01 17:49:00,25.67,49.87,1170.6,3.34,60.74,2621.6,2.45,67.74,9.97,12.72,0,Normal
2024-01-01 17:50:00,26.39,48.63,1175.7,3.45,61.02,2635.3,2.3,66.94,9.87,13.63,0,Normal
2024-01-01 17:51:00,26.8,50.48,1168.5,3.44,62.59,2617.1,2.24,67.88,9.92,12.58,0,Normal
2024-01-01 17:52:00,26.74,47.63,1182.0,3.61,61.75,2545.9,2.01,65.68,8.95,12.61,0,Normal
2024-01-01 17:53:00,26.74,49.07,1111.9,3.71,61.73,2510.2,2.23,66.69,9.9,12.8,0,Normal
2024-01-01 17:54:00,25.94,51.69,1125.7,3.27,61.79,2690.1,2.26,67.26,9.69,12.94,0,Normal
2024-01-01 17:55:00,27.02,48.96,1137.7,3.87,61.54,2627.0,2.13,66.49,9.55,12.61,0,Normal
2024-01-01 17:56:00,26.72,50.0,1184.9,3.82,59.46,2530.3,2.23,67.02,9.2,12.81,0,Normal
2024-01-01 17:57:00,26.94,47.61,1149.2,3.32,62.32,2612.4,2.4,67.15,9.71,13.7,0,Normal
2024-01-01 17:58:00,25.6,52.51,1153.2,3.51,61.94,2712.5,2.37,67.12,9.97,13.46,0,Normal
2024-01-01 17:59:00,26.68,48.76,1167.0,3.84,62.8,2682.7,2.34,66.85,9.5,13.25,0,Normal
2024-01-01 18:00:00,25.91,50.58,1116.6,3.75,55.57,2132.3,1.82,64.03,7.08,11.37,0,Normal
2024-01-01 18:01:00,26.28,50.76,1130.9,3.43,55.61,2122.0,1.97,64.87,7.76,10.86,0,Normal
2024-01-01 18:02:00,26.72,49.76,1186.7,3.66,55.44,2146.1,1.69,61.86,7.29,10.98,0,Normal
2024-01-01 18:03:00,26.47,50.08,1130.1,4.1,59.15,2342.1,1.84,64.32,8.53,12.18,0,Normal
2024-01-01 18:04:00,25.98,49.81,1142.7,3.52,55.96,2197.5,1.75,64.09,7.88,11.4,0,Normal
2024-01-01 18:05:00,26.38,49.76,1128.1,3.37,55.19,2209.6,1.87,63.56,7.86,11.31,0,Normal
2024-01-01 18:06:00,25.59,51.64,1124.0,3.53,55.81,2288.5,1.87,64.06,8.51,11.39,0,Normal
2024-01-01 18:07:00,26.91,47.2,1157.0,3.55,56.55,2189.7,1.67,63.26,7.69,11.68,0,Normal
2024-01-01 18:08:00,26.21,49.84,1124.5,3.4,55.18,2124.7,1.75,62.1,7.11,11.17,0,Normal
2024-01-01 18:09:00,26.84,49.96,1132.9,3.59,55.91,2195.6,1.96,64.47,7.92,11.5,0,Normal
2024-01-01 18:10:00,26.0,48.99,1147.1,3.25,55.63,2194.1,1.94,65.08,8.28,12.33,0,Normal
2024-01-01 18:11:00,25.97,52.68,1118.4,3.37,54.74,2198.8,1.92,63.58,7.3,12.23,0,Normal
2024-01-01 18:12:00,25.83,53.11,1116.3,3.65,56.58,2264.3,1.85,64.38,8.02,11.58,0,Normal
2024-01-01 18:13:00,26.63,47.9,1129.0,3.15,55.86,2209.7,1.78,63.3,7.98,12.74,0,Normal
2024-01-01 18:14:00,25.81,53.28,1134.2,3.68,55.54,2243.8,1.8,62.9,8.67,11.74,0,Normal
2024-01-01 18:15:00,26.46,49.85,1172.8,3.1,54.96,2267.9,2.1,64.96,8.57,12.92,0,Normal
2024-01-01 18:16:00,25.93,51.66,1176.2,3.15,54.47,2150.7,1.77,62.7,7.62,12.56,0,Normal
2024-01-01 18:17:00,25.1,51.77,1103.9,3.4,54.4,2025.6,1.8,62.63,7.52,11.8,0,Normal
2024-01-01 18:18:00,25.78,52.67,1189.4,3.56,56.2,2289.8,1.72,62.83,7.36,12.21,0,Normal
2024-01-01 18:19:00,25.46,52.49,1104.0,3.77,56.22,2219.9,1.8,63.5,7.56,11.56,0,Normal
2024-01-01 18:20:00,26.04,49.61,1167.8,3.51,55.82,2288.4,1.95,64.16,8.34,13.53,0,Normal
2024-01-01 18:21:00,25.4,50.23,1110.0,3.45,53.18,1987.4,1.62,61.87,7.05,11.42,0,Normal
2024-01-01 18:22:00,26.44,47.93,1126.9,3.62,57.59,2388.5,2.22,66.24,8.86,13.18,0,Normal
2024-01-01 18:23:00,25.9,51.36,1119.4,3.33,55.27,2144.7,1.8,63.71,7.67,12.76,0,Normal
2024-01-01 18:24:00,25.84,52.05,1135.4,3.53,55.78,2316.8,1.85,62.88,8.09,12.79,0,Normal
2024-01-01 18:25:00,26.23,51.46,1159.1,3.26,53.9,2156.1,1.86,63.33,7.68,12.19,0,Normal
2024-01-01 18:26:00,26.36,50.08,1163.9,3.52,57.13,2191.8,1.8,62.18,7.56,12.24,0,Normal
2024-01-01 18:27:00,25.84,49.45,1113.3,3.47,54.9,2136.2,1.64,62.27,7.37,11.94,0,Normal
2024-01-01 18:28:00,25.44,50.88,1104.1,3.34,53.81,2143.6,1.69,62.64,7.06,12.41,0,Normal
2024-01-01 18:29:00,24.92,54.57,1095.5,3.53,57.24,2306.6,2.02,65.24,8.17,13.3,0,Normal
2024-01-01 18:30:00,25.44,51.18,1126.0,3.53,54.56,2110.2,1.71,62.86,7.8,12.27,0,Normal
2024-01-01 18:31:00,25.45,52.11,1123.7,3.74,55.96,2170.3,1.94,64.6,7.85,14.32,0,Normal
2024-01-01 18:32:00,25.79,49.67,1112.0,3.18,56.96,2277.4,1.98,64.67,8.42,13.61,0,Normal
2024-01-01 18:33:00,25.54,52.24,1137.5,3.48,56.0,2254.2,1.96,63.88,8.14,13.71,0,Normal
2024-01-01 18:34:00,26.03,50.16,1197.2,3.35,54.81,2193.5,1.91,63.14,7.73,12.71,0,Normal
2024-01-01 18:35:00,25.36,53.63,1114.5,3.67,55.95,2244.9,1.78,63.13,7.58,12.42,0,Normal
2024-01-01 18:36:00,25.61,52.76,1121.4,3.65,57.15,2396.1,1.87,63.45,8.25,14.37,0,Normal
2024-01-01 18:37:00,26.21,49.78,1158.1,3.6,55.52,2191.3,1.63,62.29,7.63,13.0,0,Normal
2024-01-01 18:38:00,25.76,51.14,1121.3,3.36,56.81,2179.2,1.96,64.11,8.18,14.09,0,Normal
2024-01-01 18:39:00,25.54,50.9,1147.5,3.68,57.34,2281.1,2.01,65.1,8.34,13.87,0,Normal
2024-01-01 18:40:00,25.24,50.13,1106.9,3.19,56.75,2286.6,1.86,63.93,8.31,14.11,0,Normal
2024-01-01 18:41:00,25.2,51.05,1169.9,3.15,55.6,2299.1,1.97,64.7,7.72,12.95,0,Normal
